"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"
"Ministry of Social Development"	"Social Development"	5399	5399	"Widow's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	69,601	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5399	5399	"Widow's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	72,764	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5399	5399	"Widow's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	74,094	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5399	5399	"Widow's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	76,383	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5400	5400	"Benefits Paid in Australia"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	71,472	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5400	5400	"Benefits Paid in Australia"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	57,903	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5400	5400	"Benefits Paid in Australia"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	50,278	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5400	5400	"Benefits Paid in Australia"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	45,041	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5400	5400	"Benefits Paid in Australia"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	39,547	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5400	5400	"Benefits Paid in Australia"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	37,156	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5402	5402	"Accommodation Supplement"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	876,995	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5402	5402	"Accommodation Supplement"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	891,054	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5403	5403	"Disability Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	269,999	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5403	5403	"Disability Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	278,396	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5403	5403	"Disability Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	389,886	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5403	5403	"Disability Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	411,466	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5403	5403	"Disability Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	410,370	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5403	5403	"Disability Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	410,506	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5404	5404	"Child Disability Allowance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	77,763	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5404	5404	"Child Disability Allowance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	88,207	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5405	5405	"Independent Youth Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	16,026	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5405	5405	"Independent Youth Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	13,307	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5405	5405	"Independent Youth Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	15,903	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5405	5405	"Independent Youth Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	19,185	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5405	5405	"Independent Youth Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	16,232	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5405	5405	"Independent Youth Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	15,299	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5406	5406	"New Zealand Superannuation"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	6,809,938	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5406	5406	"New Zealand Superannuation"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	7,348,172	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5406	5406	"New Zealand Superannuation"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	7,744,149	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5406	5406	"New Zealand Superannuation"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	8,289,830	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5406	5406	"New Zealand Superannuation"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	8,833,186	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5406	5406	"New Zealand Superannuation"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	9,575,366	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5407	5407	"Orphan's/Unsupported Child's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	70,371	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5407	5407	"Orphan's/Unsupported Child's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	80,622	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5407	5407	"Orphan's/Unsupported Child's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	87,526	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5407	5407	"Orphan's/Unsupported Child's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	101,165	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5407	5407	"Orphan's/Unsupported Child's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	107,528	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5407	5407	"Orphan's/Unsupported Child's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	111,948	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5408	5408	"Special Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	105,811	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5408	5408	"Special Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	71,184	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5409	5409	"Special Needs Grants"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	49,587	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5409	5409	"Special Needs Grants"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	59,073	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5410	5410	"Special Transfer Allowance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	159	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5410	5410	"Special Transfer Allowance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	126	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5413	5413	"Assistance for People Requiring Care"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	6,494	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	39	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	41	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	18	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	26	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	382,324	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	385,724	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	444,268	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	570,396	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	625,751	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	626,950	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5605	5605	"Disability Allowance Telephone Support"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	5,894	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5854	5854	"Defence Force Allowance"	"Benefits and Other Unrequited Expenses"		"Defence"	10,283	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	572,691	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	581,868	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	613,471	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	709,786	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	742,413	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	782,380	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	612,525	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	457,680	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	585,867	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	930,260	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	958,776	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,028,954	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	7674	7674	"Relocation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	111	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	5,516	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	15,953	2008	"Actuals"	"A"
