Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
"Ministry of Business, Innovation and Employment",Energy,9046,9046,Generating Reserve Electricity At Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,278,2011,Actuals,M,"To cover Whirinaki Reserve Energy Plant security of supply costs, excluding those covered by the annual appropriation entitled Maintenance and Operation of Whirinaki. Predominantly expected to cover purchase of fuel against the event that the plant is required to generate reserve electricity."
"Ministry of Business, Innovation and Employment",Energy,9046,9046,Generating Reserve Electricity At Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,"3,681",2012,Actuals,M,"To cover Whirinaki Reserve Energy Plant security of supply costs, excluding those covered by the annual appropriation entitled Maintenance and Operation of Whirinaki. Predominantly expected to cover purchase of fuel against the event that the plant is required to generate reserve electricity."
"Ministry of Business, Innovation and Employment",Energy,9047,9047,Reserve Energy and Emergency Measures - Variable,Non-Departmental Output Expenses,,Fuel and Energy,883,2009,Actuals,M,"To cover Electricity Commission costs relating to the:  1. net variable operating costs of the Whirinaki Reserve Energy Plant when used to provide reserve energy, and  2. implementation of emergency measures."
"Ministry of Business, Innovation and Employment",Energy,9047,9047,Reserve Energy and Emergency Measures - Variable,Non-Departmental Output Expenses,,Fuel and Energy,207,2011,Actuals,M,"To cover Electricity Commission costs relating to the:  1. net variable operating costs of the Whirinaki Reserve Energy Plant when used to provide reserve energy, and  2. implementation of emergency measures."
"Ministry of Business, Innovation and Employment",Energy,9109,9109,Acquisition of Petroleum Exploration Data - Extension,Non-Departmental Output Expenses,,Fuel and Energy,"5,697",2009,Actuals,A,This appropriation is limited to the acquisition of seismic data in New Zealand's offshore petroleum basins.
"Ministry of Business, Innovation and Employment",Energy,9109,9109,Acquisition of Petroleum Exploration Data - Extension,Non-Departmental Output Expenses,,Fuel and Energy,26,2010,Actuals,A,This appropriation is limited to the acquisition of seismic data in New Zealand's offshore petroleum basins.
"Ministry of Business, Innovation and Employment",Energy,9331,9330,Energy Efficiency and Conservation,Non-Departmental Output Expenses,,Fuel and Energy,"24,674",2009,Actuals,A,This output class is limited to operational and policy outputs in accordance with statutory functions under the Energy Efficiency and Conservation Act 2000 and the government's energy strategies.
"Ministry of Business, Innovation and Employment",Energy,9332,9330,Electricity Efficiency,Non-Departmental Output Expenses,,Fuel and Energy,"8,179",2009,Actuals,A,"This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours."
"Ministry of Business, Innovation and Employment",Energy,9332,9330,Electricity Efficiency,Non-Departmental Output Expenses,,Fuel and Energy,"10,521",2010,Actuals,A,"This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours."
"Ministry of Business, Innovation and Employment",Energy,9331,9330,Energy Efficiency and Conservation,Non-Departmental Output Expenses,,Fuel and Energy,"27,421",2010,Actuals,A,This output class is limited to operational and policy outputs in accordance with statutory functions under the Energy Efficiency and Conservation Act 2000 and the government's energy strategies.
"Ministry of Business, Innovation and Employment",Energy,9332,9330,Electricity Efficiency,Non-Departmental Output Expenses,,Fuel and Energy,"10,991",2011,Actuals,A,"This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours."
"Ministry of Business, Innovation and Employment",Energy,9331,9330,Energy Efficiency and Conservation,Non-Departmental Output Expenses,,Fuel and Energy,"27,954",2011,Actuals,A,This output class is limited to operational and policy outputs in accordance with statutory functions under the Energy Efficiency and Conservation Act 2000 and the government's energy strategies.
"Ministry of Business, Innovation and Employment",Energy,9331,9330,Energy Efficiency and Conservation,Non-Departmental Output Expenses,,Fuel and Energy,"25,246",2012,Actuals,A,This output class is limited to operational and policy outputs in accordance with statutory functions under the Energy Efficiency and Conservation Act 2000 and the government's energy strategies.
"Ministry of Business, Innovation and Employment",Energy,9332,9330,Electricity Efficiency,Non-Departmental Output Expenses,,Fuel and Energy,"12,736",2012,Actuals,A,"This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours."
"Ministry of Business, Innovation and Employment",Energy,9332,9330,Electricity Efficiency,Non-Departmental Output Expenses,,Fuel and Energy,"13,000",2013,Estimated Actual,A,"This output class is limited to:   - conducting electricity efficiency research, and   - development and administration of programmes that provide incentives for cost-effective energy efficiency and conservation, aimed at changing market behaviours."
"Ministry of Business, Innovation and Employment",Energy,9331,9330,Energy Efficiency and Conservation,Non-Departmental Output Expenses,,Fuel and Energy,"24,344",2013,Estimated Actual,A,This output class is limited to operational and policy outputs in accordance with statutory functions under the Energy Efficiency and Conservation Act 2000 and the government's energy strategies.
