"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"	"Curr_Mains_Scope"
"Ministry of Social Development"	"Social Development"	5416	5416	"Employment Assistance"	"Non-Departmental Other Expenses"		"Other Economic"	121396	2011	"Estimated Actual"	"A"	"Provision of assistance to help address barriers faced by job seekers so they can become work ready, move into employment and stay in employment for longer periods of time. This employment assistance is governed by the Cabinet and Ministerial Guidelines for Employment and Training Assistance."
"Ministry of Social Development"	"Social Development"	5416	5416	"Employment Assistance"	"Non-Departmental Other Expenses"		"Other Economic"	121754	2012	"Main Estimates"	"A"	"Provision of assistance to help address barriers faced by job seekers so they can become work ready, move into employment and stay in employment for longer periods of time. This employment assistance is governed by the Cabinet and Ministerial Guidelines for Employment and Training Assistance."
"Ministry of Social Development"	"Social Development"	5421	5421	"Suspensory Loan Abatement"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	3	2007	"Actuals"	"A"	"Provision for the abatement of suspensory loans."
"Ministry of Social Development"	"Social Development"	5421	5421	"Suspensory Loan Abatement"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	9	2008	"Actuals"	"A"	"Provision for the abatement of suspensory loans."
"Ministry of Social Development"	"Social Development"	5727	5727	"Contingency and Innovations Fund"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	365	2007	"Actuals"	"A"	"Contributing to the funding of social or welfare providers experiencing unforeseen financial difficulty or the purchase of innovative proposals to meet outcomes sought by the Associate Minister for Social Development and Employment (CYF)."
"Ministry of Social Development"	"Social Development"	5727	5727	"Contingency and Innovations Fund"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	365	2008	"Actuals"	"A"	"Contributing to the funding of social or welfare providers experiencing unforeseen financial difficulty or the purchase of innovative proposals to meet outcomes sought by the Associate Minister for Social Development and Employment (CYF)."
"Ministry of Social Development"	"Social Development"	7788	7788	"Out of School Care Programmes"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	10195	2007	"Actuals"	"A"	"Provision of assistance to CYF approved OSCAR programmes to assist with the establishment and/or operating costs of OSCAR programmes."
"Ministry of Social Development"	"Social Development"	7788	7788	"Out of School Care Programmes"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	14832	2008	"Actuals"	"A"	"Provision of assistance to CYF approved OSCAR programmes to assist with the establishment and/or operating costs of OSCAR programmes."
"Ministry of Social Development"	"Social Development"	7788	7788	"Out of School Care Programmes"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	18519	2009	"Actuals"	"A"	"Provision of assistance to CYF approved OSCAR programmes to assist with the establishment and/or operating costs of OSCAR programmes."
"Ministry of Social Development"	"Social Development"	7788	7788	"Out of School Care Programmes"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	18527	2010	"Actuals"	"A"	"Provision of assistance to CYF approved OSCAR programmes to assist with the establishment and/or operating costs of OSCAR programmes."
"Ministry of Social Development"	"Social Development"	7788	7788	"Out of School Care Programmes"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	18255	2011	"Estimated Actual"	"A"	"Provision of assistance to CYF approved OSCAR programmes to assist with the establishment and/or operating costs of OSCAR programmes."
"Ministry of Social Development"	"Social Development"	7788	7788	"Out of School Care Programmes"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	17753	2012	"Main Estimates"	"A"	"Provision of assistance to CYF approved OSCAR programmes to assist with the establishment and/or operating costs of OSCAR programmes."
"Ministry of Social Development"	"Social Development"	8812	8812	"Community Labour Market Development Assistance"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	4526	2007	"Actuals"	"A"	"Assistance to communities and groups to develop initiatives leading to sustainable opportunities for employment that lead to self sufficiency and contribute to the local economy."
"Ministry of Social Development"	"Social Development"	8812	8812	"Community Labour Market Development Assistance"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	5931	2008	"Actuals"	"A"	"Assistance to communities and groups to develop initiatives leading to sustainable opportunities for employment that lead to self sufficiency and contribute to the local economy."
"Ministry of Social Development"	"Social Development"	8812	8812	"Community Labour Market Development Assistance"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	7845	2009	"Actuals"	"A"	"Assistance to communities and groups to develop initiatives leading to sustainable opportunities for employment that lead to self sufficiency and contribute to the local economy."
"Ministry of Social Development"	"Social Development"	8822	8822	"Debt Write-downs"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	515846	2007	"Actuals"	"A"	"Provision for write-downs of Crown debt administered by the Ministry of Social Development due to debt write offs or debt provisions resulting from the need to value debt in accordance with generally accepted accounting practice."
"Ministry of Social Development"	"Social Development"	8822	8822	"Debt Write-downs"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	441494	2008	"Actuals"	"A"	"Provision for write-downs of Crown debt administered by the Ministry of Social Development due to debt write offs or debt provisions resulting from the need to value debt in accordance with generally accepted accounting practice."
"Ministry of Social Development"	"Social Development"	8822	8822	"Debt Write-downs"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	553930	2009	"Actuals"	"A"	"Provision for write-downs of Crown debt administered by the Ministry of Social Development due to debt write offs or debt provisions resulting from the need to value debt in accordance with generally accepted accounting practice."
"Ministry of Social Development"	"Social Development"	8822	8822	"Debt Write-downs"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	791799	2010	"Actuals"	"A"	"Provision for write-downs of Crown debt administered by the Ministry of Social Development due to debt write offs or debt provisions resulting from the need to value debt in accordance with generally accepted accounting practice."
